name,img_link,description,tags,ingredients,recipe,about
Blue Kamikaze,/media/k2/items/cache/blue-kamikaze_S.jpg,Le Blue Kamikaze : la variante au curaçao bleu du célèbre cocktail Kamikaze.,Au shaker; Vodka; Curacao bleu,2 cl de vodka; 2 cl de Curaçao Bleu; 2 cl de jus de citron vert,"Frapper au shaker avec quelques glaçons la vodka, le curaçao bleu et le jus de citron vert.; Filtrer dans un verre à shot.","Le Blue Kamikaze est la variante du fameux cocktail Kamikaze, le curacao bleu vient ici remplacer le Cointreau d'origine. Les Blue Kamikazes ont plus tendance à être réalisés en shot qu'en verre à cocktail."
Fuzzy Navel,/media/k2/items/cache/c82e68ecc91a6115905b52a4dab0ec5b_S.jpg,Le cocktail Fuzzy Navel : une recette aux saveurs de pêche et d'orange.,Direct au verre; Jus d’orange; Liqueur / crème de pêche,5 cl de liqueur de pêche (Peach Schnapps); 10 cl de jus d'orange,Remplir un verre de glace.; Verser la liqueur de pêche puis le jus d'orange.; Remuer à l'aide d'une cuillère à mélange.; Décorer avec une tranche d'orange et une cerise.,"Le Fuzzy Navel est un cocktail emblématique des années 1980, connu pour son goût doux, fruité et rafraîchissant. Composé uniquement de liqueur de pêche (Peach Schnapps) et de jus d’orange, il est apprécié pour sa simplicité et son accessibilité, sans oublier son nom amusant qui a marqué les esprits."
French 75,/media/k2/items/cache/52ec984cc72302fd412e2aa145a6526c_S.jpg,Le French 75 : un cocktail portant le nom d'une arme d'artillerie française de 75mm.,Cocktail classique; Au shaker; Jus de citron; Gin; Champagne; Sirop de sucre,"3 cl de gin; 1,5 cl de jus de citron; 1,5 cl de sirop de sucre de canne; 6 cl de Champagne","Frapper au shaker le gin, le jus de citron et le sirop de sucre.; Verser dans une flûte en filtrant la glace.; Compléter avec le champagne.; Remuer légèrement avec une cuillère à mélange.","L’invention du French 75 est souvent attribuée à Harry MacElhone, un célèbre barman écossais qui officiait au New York Bar de Paris (plus tard renommé Harry’s New York Bar). La première mention écrite du cocktail apparaît en 1927 dans le livre Here’s How et sa version définitive est publiée en 1930 dans le Savoy Cocktail Book de Harry Craddock.; Le cocktail aurait été inspiré par une boisson plus ancienne, où le gin était mélangé avec du citron et du sucre. L’ajout de champagne a donné naissance à une version plus sophistiquée et festive."
Jack Rose,/media/k2/items/cache/b8292acafd72142128a3481ac4b0abff_S.jpg,Le cocktail Jack Rose : la recette publiée en 1908 par William Boothby.,Au shaker; Sirop de grenadine; Jus de citron; Calvados,5 cl de applejack (Calvados); 1 cl de jus de citron pressé; 1 cl de sirop de grenadine,"Frapper au shaker avec quelques glaçons le applejack, le jus de citron et le sirop de grenadine.; Filtrer dans un verre.","Le Jack Rose est un cocktail élégant et fruité, connu pour sa belle couleur rouge et son équilibre parfait entre douceur et acidité. Il est composé de Calvados ou d’Applejack, de jus de citron ou de lime, et de grenadine, ce qui lui confère une saveur à la fois fraîche et légèrement sucrée.; Populaire au début du XXe siècle, le Jack Rose est un classique souvent associé aux écrivains et aux amateurs de cocktails sophistiqués."
El Presidente,/media/k2/items/cache/d9b208614500b6f80739755fd29fad52_S.jpg,El Presidente : un cocktail d'origine cubaine aux multiples saveurs.,Cocktail classique; Au shaker; Sirop de grenadine; Rhum; Curacao blanc; Vermouth rouge,"3 cl de rhum cubain; 1,5 cl de vermouth rouge; 1,5 cl de curaçao blanc; 1 cl de sirop de grenadine","Frapper au shaker avec quelques glaçons le rhum, le vermouth, le curaçao et le sirop de grenadine.; Filtrer dans un verre.","Le cocktail El Presidente a été probablement créé dans les années 1920 à La Havane à Cuba, son origine est floue. Il rendrait honneur à un président cubain, on parle de Carmen Menocal ou Gerardo Machado. Quant au créateur de ce cocktail, on parle entre autres de Eddie Woelke, barman du ""Jockey Club"" à La Havane à Cuba."
Pussyfoot,/media/k2/items/cache/938a195f8810cb9b31c6503221891897_S.jpg,Le Pussyfoot : un cocktail en hommage à un militant du sans-alcool.,Au shaker; Jus d’orange; Sirop de grenadine; Jus de citron; Œuf,"10 cl de jus d'orange; 3 cl de jus de citron pressé; 1 jaune d'œuf; 1,5 cl de sirop de grenadine","Frapper au shaker le jus d'orange, jus de citron et le jaune d'œuf.; Verser dans un verre.; Ajouter le sirop de grenadine dans le verre.","Le Pussyfoot a gagné en popularité pendant les années de la Prohibition, quand les bars clandestins, appelés ""speakeasies"", cherchaient à séduire une clientèle qui voulait profiter d'une soirée agréable sans nécessairement consommer de l'alcool fort. C'était une période où l'innovation en matière de cocktails était de mise, et le Pussyfoot est devenu l'une des nombreuses créations destinées à satisfaire les goûts des consommateurs de l’époque. La boisson est rapidement devenue un symbole d’élégance discrète et de raffinement.; Dans les années suivantes, le Pussyfoot a été adapté pour correspondre à une époque moins répressive, mais il a conservé son charme en tant que cocktail fruité et léger. Aujourd’hui encore, il est prisé lors d’événements sans alcool ou comme une alternative douce à d’autres boissons plus fortes."
Aviation Cocktail,/media/k2/items/cache/1ea804dbf6a45ba977293c237ecc1b08_S.jpg,Aviation : sous sa couleur bleutée se dissimule un grand cocktail.,Cocktail classique; Au shaker; Jus de citron; Gin; Marasquin; Liqueur / crème de violette,5 cl de gin; 1 cl de marasquin; 1 cl de jus de citron; 1 cl de crème de violette,Frapper au shaker avec quelques glaçons tous les ingrédients.; Filtrer dans une coupe.,"Le Aviation a été créé en 1916 par Hugo Ensslin, un barman du Hôtel Wallick à New York. Il en publie la recette pour la première fois dans son livre Recipes for Mixed Drinks en 1917."
Vodka Daisy,/media/k2/items/cache/bc5983b67a44bcede801e2ff363b54e0_S.jpg,"La Vodka Daisy : un cocktail de caractère de la famille des ""daisies"".",Au shaker; Sirop de grenadine; Jus de citron; Vodka; Sirop de sucre,"5 cl de vodka; 2 cl de jus de citron pressé et filtré; 1 cl de sirop de grenadine; 0,5 cl de sirop de sucre","Frapper au shaker avec quelques glaçons la vodka, le jus de citron, le sirop de grenadine et le sirop de sucre.; Verser dans un verre en retenant la glace.; Décorer avec des fruits au choix (tranche d'orange, cerises, framboises...).","Le cocktail Vodka Daisy est un short drink compos de vodka, jus de citron, sucre et sirop de grenadine (ou framboise), sa recette a été publiée en 1965 dans ""Old Mr Boston's De Luxe Official Bartender's Book"" de Leo Cotton.; À l'origine, la particularité de la Vodka Daisy était sa verrerie, on la servait dans des coupes en métal, chopes ou mugs."
Kamikaze,/media/k2/items/cache/6f43b5263fbba79c5962514b85d34738_S.jpg,"Le Kamikaze : un cocktail dont le nom signifie ""vent divin"" en japonnais.",Au shaker; Triple sec (Cointreau); Jus de citron; Vodka,4 cl de vodka; 3 cl de Cointreau; 3 cl de jus de citron vert pressé et filtré,"Frapper avec des glaçons au shaker la vodka, le triple sec et le jus de citron.; Verser dans un verre à martini en filtrant la glace.; Décorer avec un zeste ou un quartier de citron vert.","Le cocktail Kamikaze aurait vu le jour dans les années 1970, en pleine explosion de la culture des cocktails aux États-Unis. Il est souvent associé aux bars et discothèques de l’époque, où les shooters à base de vodka devenaient des incontournables des soirées festives.; Cependant, certaines sources suggèrent que le Kamikaze pourrait être encore plus ancien et dater de la période d’après la Seconde Guerre mondiale, dans un bar situé sur une base militaire américaine au Japon. Son nom, qui signifie ""vent divin"" en japonais, évoque les pilotes kamikazes de la guerre, bien que son usage dans le cadre d’un cocktail soit purement métaphorique, renvoyant à son effet rapide et puissant."
Russian Spring Punch,/media/k2/items/cache/9f6d22dec5a20bcdd01cd84e98637764_S.jpg,Le cocktail Russian Spring Punch : un cocktail classique nouvelle génération qui surprendra vos invités.,Cocktail classique; Au shaker; Jus de citron; Vodka; Champagne; Sirop de sucre; Crème de cassis,4 cl de vodka; 2 cl de jus de citron; 2 cl de crème de cassis; 1 cl de sirop de sucre; 6 cl de Champagne,Frapper au shaker avec quelques glaçons tous les ingrédients sauf le champagne.; Filtrer dans un verre rempli de glaçons puis compléter le verre avec le champagne.; Décorer avec une tranche de citron et une mûre.,"Le cocktail Russian Spring Punch a été créé par le barman londonnien Dick Bradsell, créateur du fameux cocktail Espresso martini et autres cocktails modernes dans les années 1980."
Red Lion,/media/k2/items/cache/852967248dd3e6cb3942a1fe6af42945_S.jpg,Le Red Lion : un cocktail riche en agrumes qui remporta le 1er prix d'un célèbre concours.,Au shaker; Jus d’orange; Jus de citron; Gin; Grand Marnier,3 cl de gin; 3 cl de Grand Marnier; 2 cl de jus de citron pressé et filtré; 2 cl de jus d'orange pressé et filtré,"Frapper au shaker avec quelques glaçons le gin, le Grand Marnier, le jus de citron et le jus d'orange.; Filtrer dans un verre.; Garnir avec un zeste d'orange.","Le Red Lion a été inventé par Arthur Tarling, un barman londonien travaillant au Café Royal. En 1933, il participe à une compétition de cocktails organisée par la United Kingdom Bartenders Guild (UKBG) et remporte le premier prix avec cette création. Son succès contribue à sa reconnaissance et à son inclusion dans de nombreux recueils de cocktails classiques."
Singapore Sling,/media/k2/items/cache/1698b847c2e4fe98c05adcdc9d420590_S.jpg,Le Singapore Sling : un cocktail à la recette complexe devenu la boisson emblématique de Singapour.,Cocktail classique; Au shaker; Sirop de grenadine; Triple sec (Cointreau); Jus de citron; Gin; Liqueur de cerises; Jus d’ananas; Angostura bitters,"4 cl de gin; 2 cl de liqueur de cerises (Cherry Brandy); 0,5 cl de Cointreau; 0,5 cl de Bénédictine; 1 cl de sirop de grenadine; 8 cl de jus d'ananas; 3 cl de jus de citron pressé et filtré; 1 trait d'Angostura bitter",Frapper au shaker tous les ingrédients.; Verser dans un verre en filtrant la glace restante dans le shaker.; Décorer avec un quartier d'ananas et une cerise.,"Le Singapore Sling a vu le jour au début du XXe siècle au Raffles Hotel, un établissement emblématique de Singapour, réputé pour son luxe et son raffinement. C’est là, en 1915, que Ngiam Tong Boon, un barman d'origine chinoise, aurait concocté ce cocktail pour la première fois."
Yellow Bird,/media/k2/items/cache/ee68a9df1200997b07be8fb0bbdb9f29_S.jpg,Le cocktail Yellow Bird : sous sa couleur jaune se cache un short drink très rafraîchissant.,Au shaker; Jus d’orange; Jus de citron; Rhum; Liqueur Galliano,4 cl de rhum; 2 cl de liqueur Galliano; 1 cl de jus de citron pressé et filtré; 2 cl de jus d'orange,"Frapper au shaker avec quelques glaçons le rhum, la liqueur Galliano, le jus de citron et le jus d'orange.; Verser dans une coupe en filtrant la glace.","La recette du cocktail Yellow Bird varie relativement d'une source à l'autre. Les ingrédients que l'on retrouve le plus souvent sont ceux de la présente recette : rhum, citron, liqueur Galliano, sans oublier le jus d'orange qui lui confère une couleur jaune sans laquelle le cocktail porterait bien mal son nom."
Godmother,/media/k2/items/cache/267b1948fa84309bc99f9c0289cabe44_S.jpg,Le Godmother : un cocktail au goût subtil d'amandes à siroter en digestif.,Direct au verre; Vodka; Liqueur d’amandes,7 cl de vodka; 3 cl de Amaretto,Remplir de glace un verre old fashioned.; Verser la vodka puis la liqueur Amaretto.,"Le cocktail Godmother, parfois écrit ""God Mother"", est une variante du Godfather."
Cosmopolitan,/media/k2/items/cache/d3b3799d6611d677944f5f86a500beb3_S.jpg,"Le Cosmopolitan : le cocktail que les héroïnes de ""Sex and the city"" aiment déguster.",Cocktail classique; Au shaker; Triple sec (Cointreau); Jus de citron; Vodka; Jus de canneberge,3 cl de vodka; 2 cl de Cointreau; 1 cl de jus de citron vert pressé et filtré; 1 cl de jus de canneberge (cranberry),"Frapper au shaker la vodka, le Cointreau, le jus de citron et le jus de canneberge.; Verser dans un verre à cocktail en filtrant la glace.; Canneler un zeste de citron vert pour la décoration.","L’histoire du Cosmopolitan est sujette à débat, car plusieurs barmans revendiquent sa création. Ses racines remontent probablement aux années 1930, avec une recette similaire publiée dans le livre Pioneers of Mixing at Elite Bars en 1934. Toutefois, cette version ancienne était à base de gin et ne ressemblait pas encore tout à fait au cocktail moderne.; Une version plus proche de l’actuel Cosmopolitan aurait vu le jour dans les années 1970, lorsqu’une barman du Minnesota, Neal Murray, aurait ajouté du cranberry à un Kamikaze (vodka, triple sec et citron vert). Selon la légende, le premier client à le goûter aurait dit : ""How cosmopolitan!"", donnant ainsi son nom au cocktail.; Le Cosmopolitan tel que nous le connaissons aujourd’hui est souvent attribué à Toby Cecchini, un barman du célèbre bar The Odeon à New York. En 1988, il aurait perfectionné la recette en utilisant du Cointreau et du jus de cranberry Ocean Spray, lui donnant cette belle teinte rose et une saveur équilibrée.; Mais ce cocktail n’aurait jamais atteint une telle renommée sans l’influence de la culture populaire. Dans les années 1990, le Cosmopolitan devient iconique grâce à la série Sex and the City, où il est le cocktail fétiche de Carrie Bradshaw et ses amies. Son élégance et sa féminité en ont fait un choix prisé des bars branchés du monde entier."
Bramble,/media/k2/items/cache/cf4507ae4969876df39b5f798b6f40ce_S.jpg,Le cocktail Bramble : une recette accréditée à Dick Bradsell.,Cocktail classique; Au shaker; Jus de citron; Gin; Sirop de sucre; Liqueur / crème de mûre,"5 cl de gin; 1,5 cl de jus de citron; 1 cl de sirop de sucre; 1,5 cl de liqueur ou crème de mûre","Frapper au shaker le gin, le jus de citron et le sirop de sucre.; Filtrer dans un verre old fashioned rempli de glace pilée.; Verser la liqueur de mûre de façon circulaire.; Décorer avec 1 rondelle de citron et 2 mûres.","Le cocktail Bramble est un short drink composé de gin, jus de citron, sirop de sucre et liqueur de mûre, c'est une recette très populaire en Angleterre et aurait été créée en 1984 par Dick Bradsell au Fred's Club de Londres."
La Bomba,/media/k2/items/cache/23e58ccd18e32cab182dbd6268a12868_S.jpg,"La Bomba : un cocktail doux, fruité et coloré que vous allez adorer !",Au shaker; Jus d’orange; Sirop de grenadine; Triple sec (Cointreau); Jus d’ananas; Tequila,3 cl de tequila; 2 cl de Cointreau; 3 cl de jus d'orange; 3 cl de jus d'ananas; 1 cl de sirop de grenadine,"Frapper au shaker avec quelques glaçons la tequila, le Cointreau, le jus d'orange et le jus d'ananas.; Verser dans un verre à cocktail en filtrant la glace restante dans le shaker.; Verser le grenadine qui va se déposer au fond du verre.","Le cocktail La Bomba est un cocktail aux airs de sunrise avec son dégradé créé grâce au sirop de grenadine.; Coloré et attrayant, c'est en plus un cocktail doux et fruité qui plaira forcément à un grand nombre d'entre vous."
Amaretto Sour,/media/k2/items/cache/27b4275cdf67fac8ef7af010ec180724_S.jpg,"Le cocktail Amaretto Sour : la fameuse liqueur italienne dans la douceur acidulée des ""sours"".",Cocktail classique; Au shaker; Jus de citron; Liqueur d’amandes; Sirop de sucre,"6 cl de Amaretto; 1,5 cl de jus de citron pressé et filtré; 1,5 cl de sirop de sucre","Frapper au shaker avec quelques glaçons l'Amaretto, le jus de citron et le sirop de sucre.; Filtrer dans un verre.; Décorer avec des agrumes et/ou fruits de saison (demi-rondelles de citron ou orange, fraise, cerise...).","Bien que les racines de l’amaretto remontent à l'Italie, c'est aux États-Unis, au début du 20ème siècle, que le Amaretto Sour a véritablement vu le jour. Dans les années 1960 et 1970, la tendance des cocktails acidulés combinant des spiritueux et des fruits se répandait. Le mélange classique de bourbon sour (bourbon et citron) a inspiré la création du Amaretto Sour, une version douce et fruitée qui a rapidement gagné en popularité.; Les premières recettes du Amaretto Sour apparaissent dans les livres de cocktails américains dans les années 1960. Ce cocktail s'est d'abord répandu dans les bars des États-Unis avant de trouver un public international, surtout grâce à sa douceur et à son côté facile à boire.; Le Amaretto Sour a été rapidement apprécié pour son côté équilibré entre l'amertume de l'amaretto et la fraîcheur du citron, souvent agrémenté d'un blanc d'œuf pour une texture veloutée et mousseuse."
Bora bora,/media/k2/items/cache/f0ba2bfd8f936a77d3b146acfe9443c7_S.jpg,Le cocktail Bora bora : une recette exotique et rafraîchissante à déguster sans modération.,Au shaker; Sirop de grenadine; Jus de citron; Jus d’ananas; Jus de fruits de la passion,2 cl de jus de citron; 2 cl de sirop de grenadine; 8 cl de jus de fruits de la passion; 8 cl de jus d'ananas,"Frapper au shaker le jus de citron, le jus de fruits de la passion, le jus d'ananas et le sirop de grenadine.; Verser dans un verre en filtrant la glace.","Le Bora bora est un cocktail qui se veut très fruité et rafraîchissant. La célèbre île de Polynésie française située dans le pacifique sud a donné son nom à cette recette qui, avec ses saveurs exotiques, se dégusterait effectivement volontiers dans ce genre de petit coin de paradis."
Grasshopper,/media/k2/items/cache/d722f2a14a84b7ad8053262f61a6106b_S.jpg,Le cocktail Grasshopper : un trio de crème à siroter idéalement en digestif.,Cocktail classique; Au shaker; Crème fraîche; Liqueur / crème de menthe; Liqueur / crème de cacao,3 cl de crème de menthe; 3 cl de crème de cacao blanc; 3 cl de crème fraîche liquide; Poudre de cacao,"Frapper au shaker avec quelques glaçons la crème de menthe, la crème de cacao et la crème liquide.; Filtrer dans un verre puis saupoudrer de poudre de cacao.","Le Grasshopper est né aux États-Unis dans les années 1910, et son invention est généralement attribuée à un barman nommé Joe Gilmore, qui travaillait au Tujague's Restaurant à La Nouvelle-Orléans. L’histoire raconte que Joe Gilmore a créé ce cocktail en réponse à un défi. Lors d’un concours organisé dans son bar, il a été chargé de créer une boisson à base de liqueur de menthe, une liqueur populaire à l'époque. Le résultat fut le Grasshopper, un cocktail inventif qui combina la liqueur de menthe avec du chocolat blanc et de la crème, créant ainsi une boisson à la fois douce et rafraîchissante."
Red Apple,/media/k2/items/cache/66f461a82eb04828d9f9f9abb89cb004_S.jpg,Le cocktail Red Apple : une recette audacieuse à base de jus de pomme.,Au shaker; Sirop de grenadine; Jus de citron; Vodka; Jus de pomme,"3 cl de vodka; 3 cl de jus de pomme; 1,5 cl de jus de citron pressé et filtré; 1 cl de sirop de grenadine","Frapper au shaker avec quelques glaçons la vodka, le jus de pomme, le jus de citron et le sirop de grenadine.; Filtrer dans un verre.","Le Red Apple est un short drink composé de vodka, jus de pomme, jus de citron et sirop de grenadine, son origine n'est pas connue."
Sazerac Cocktail,/media/k2/items/cache/9ded0288e863fbe79d863f606cb05c21_S.jpg,Le Sazerac Cocktail : une grand classique du 19ème siècle à La Nouvelle-Orléans.,Cocktail classique; Au verre à mélange; Brandy; Whisky; Sirop de sucre; Absinthe; Peychaud’s Bitter,"6 cl de brandy ou rye whiskey; 0,5 cl d'Absinthe; 1 cl de sirop de sucre; 2 ou 3 traits de Peychaud's Bitters","Remplir à moitié un verre à mélange de glaçons.; Y verser le brandy ou whisky, le sirop et le Peychaud's bitters.; Remuer à l'aide d'une cuillère à mélange jusqu'à refroidissement.; Filtrer dans un verre dans lequel vous aurez préalablement fait tourné l'absinthe pour en imbiber tout l'intérieur.; Presser un zeste de citron au dessus pour aromatiser.","L’histoire du Sazerac remonte aux années 1830, lorsqu’un apothicaire créole du nom de Antoine Peychaud a commencé à préparer une boisson médicinale dans sa boutique de La Nouvelle-Orléans. Il utilisait un mélange de cognac, de sucre, de bitters (qu’il avait lui-même inventés, les célèbres Peychaud’s Bitters) et d’absinthe."
DBK,/media/k2/items/cache/60cac5bf67bfb0259c686e8da95fd599_S.jpg,"Le cocktail DBK : la recette du diabolo banane-kiwi, célèbre boisson connue dans tous les bars de France.",Direct au verre; Limonade; sirop de banane; sirop de kiwi,"1,5 cl de sirop de banane; 1,5 cl de sirop de kiwi; 17 cl de limonade",Verser directement dans un verre le sirop de banane et le sirop de kiwi.; Compléter avec la limonade.,"DBK est le nom donné aux Diabolos Banane-Kiwi, célèbres boissons sans alcool et très rafraîchissantes que tous les barmen connaissent."
Gin Fizz,/media/k2/items/cache/be28adfff47893c4519c1307dc6b8866_S.jpg,Le Gin Fizz : un cocktail rafraîchissant publié par Jerry Thomas en 1876.,Cocktail classique; Au shaker; Jus de citron; Gin; Eau gazeuse; Sirop de sucre,6 cl de gin; 2 cl de jus de citron pressé et filtré; 2 cl de sirop de sucre; 5 cl d'eau gazeuse,"Frapper au shaker avec quelques glaçons le gin, le jus de citron et le sirop de sucre.; Filtrer dans un verre.; Compléter avec l'eau gazeuse.; Remuer légèrement à l'aide d'une cuillère à mélange.","Bien que la paternité exacte du Gin Fizz soit sujette à débat, on estime qu'il a été popularisé dans les années 1870 à New York et à La Nouvelle-Orléans. Certains attribuent la recette originale à un barman anonyme de la ville américaine, tandis que d’autres pensent qu’elle a été formulée par un barman d'un hôtel de luxe à la Nouvelle-Orléans, où les cocktails étaient raffinés pour répondre à une clientèle exigeante."
Dubonnet Cocktail (Zaza),/media/k2/items/cache/5483e331a9bace540b3a2478fc014e25_S.jpg,"Le Dubonnet Cocktail : une recette simple et plaisante aussi appelée ""Zaza"".",Cocktail classique; Au verre à mélange; Gin; Dubonnet; Vermouth rouge,"3,5 cl de gin; 3,5 cl de Dubonnet rouge",Verser le gin et le Dubonnet dans un verre à mélange à moitié rempli de glaçons.; Remuer à l'aide d'une cuillère à mélange jusqu'à refroidissement.; Filtrer dans un verre à cocktail.,"Le Dubonnet Cocktail, aussi appelé Zaza, a fait son apparition dans les années 1900, c'est un short drink composé à doses égales de gin et de Dubonnet.; Le Dubonnet est un apéritif à base de vin (ABV) d'origine française créé en 1846 par Joseph Dubonnet, il qui fait partie des ""quinquinas""."
Moscow mule,/media/k2/items/cache/725ab2e5536ce3eac0a8dd17d083ff4e_S.jpg,"Le Moscow mule : une recette de 1942 à base de ginger beer, très à la mode actuellement, et de vodka.",Direct au verre; Cocktail classique; Jus de citron; Vodka; Ginger beer,5 cl de vodka; 2 cl de jus de citron vert pressé et filtré; 8 cl de Ginger Beer,"Insérer quelques glaçons dans la tasse.; Y verser la vodka, le jus de citron vert puis la ginger beer.; Décorer avec une tranche de citron vert.","Contrairement à ce que son nom laisse supposer, le Moscow Mule n’a rien de russe, si ce n’est l’ingrédient principal : la vodka. Il est né dans les années 1940 à Los Angeles, dans un bar appelé le Cock 'n Bull, situé sur le Sunset Boulevard.; L’histoire raconte que trois entrepreneurs en difficulté ont involontairement donné naissance à ce cocktail légendaire :; D’après la légende, en 1941, les trois hommes discutent de leurs problèmes autour d’un verre et décident d’expérimenter. Ils mélangent la vodka Smirnoff avec la ginger beer maison de Morgan, ajoutent un peu de citron vert, et servent le tout dans les mugs en cuivre de Berezinski. Le Moscow Mule est né."
Roy Rogers,/media/k2/items/cache/4653e069ed7369840191e8bf38ab8dc9_S.jpg,"Le cocktail Roy Rogers : la recette d'un ""Coca Grenadine"" très simple à réaliser.",Direct au verre; Sirop de grenadine; Cola,2 cl de Sirop de grenadine; 18 cl de Cola,Verser dans un verre rempli de glace le sirop de grenadine puis le cola.; Remuer légèrement à l'aide d'une cuillère à mélange.; Décorer avec 1 ou 2 cerises.,"Le Roy Rogers est un cocktail très simple à réaliser, c'est une boisson réalisée ni plus ni moins qu'avec du Coca et de la Grenadine. Roy Rogers (1911-1998) était un cow-boy et chanteur américain."
Chi Chi,/media/k2/items/cache/0d422469a7bfe49699e19d8d898530d7_S.jpg,Le cocktail Chi Chi : une variante de la célèbre Pina Colada.,Au blender; Vodka; Jus d’ananas; Crème et lait de coco,"4,5 cl de vodka; 3,5 cl de crème de coco; 7 cl de jus d'ananas","Passer au blender avec de la glace pilée la vodka, la crème de coco et le jus d'ananas.; Verser dans un verre.; Ajouter un quartier d'ananas et une cerise à l'eau-de-vie en décoration.","Le cocktail Chi Chi est une variante de la fameuse Pina Colada, la vodka remplace le rhum initial. La recette du Chi-Chi est apparue en 1972 dans ""Trader Vic's Bartender's Guide""."
Apple Mojito (mojito pomme),/media/k2/items/cache/eefd4fe8f589e64e0e66a4f2937ae4ae_S.jpg,Le Apple Mojito : des saveurs de pomme ajoutées au célèbre Mojito.,Direct au verre; Jus de citron; Eau gazeuse; Rhum; Menthe fraîche; Liqueur / crème de pomme,"3 cl de rhum cubain; 3 cl de liqueur de pomme (Manzana, Apple Schnapps...); 3 cl de jus de citron vert; 6 cl d'eau gazeuse; 7 à 10 feuilles de menthe verte; 3 ou 4 quartiers de citron vert; 1 cuillère à café de sucre en poudre","Directement dans le verre, piler la menthe fraîche avec le sucre en poudre et le jus de citron.; Intégrer les quartiers de citron vert.; Remplir le verre de la glace pilée.; Insérer le rhum, la liqueur de pomme puis l'eau gazeuse.; Remuer à l'aide d'une cuillère à mélange.; Décorer avec une branche de menthe fraîche ou un quartier de pomme.",La recette du Apple Mojito est une variante du grand classique Mojito auquel on a ajouté de la liqueur de pomme rendant le cocktail encore plus doux et fruité.
Blue Bayou,/media/k2/items/cache/68497d6cb194485d2759fde9466457b7_S.jpg,Le cocktail Blue Bayou : une recette fraîche pourvue d'une couleur très attrayante.,Au blender; Vodka; Jus de pamplemousse; Jus d’ananas; Curacao bleu,3 cl de vodka; 2 cl de Curaçao Bleu; 5 cl de jus d'ananas; 5 cl de jus de pamplemousse,"Mixer au blender avec de la glace la vodka, le curaçao bleu, le jus d'ananas et le jus de pamplemousse.; Verser dans le verre.; Décorer avec un quartier d'ananas.","Aucune information quant à l'origine de ce cocktail Blue Bayou, les bayous sont des étendues d'eau en Louisiane. Toujours est-il que cette recette nous offre une agréable couleur bleu/vert grâce au curacao bleu et des saveurs fruitées, idéales par une chaude journée d'été !"
Macca,/media/k2/items/cache/2cebfdae7a8ea5d691033c085990a9d4_S.jpg,La recette du cocktail Macca qui est aussi le surnom de Paul McCartney.,Direct au verre; Gin; Eau gazeuse; Vermouth blanc (Martini); Crème de cassis; Vermouth rouge,"1 cl de crème de cassis; 2 cl de vermouth blanc (Martini extra dry, Noilly Prat...); 2 cl de vermouth rouge (Martini...); 2 cl de gin; 5 cl d'eau gazeuse","Remplir le verre de glace.; Ajouter la crème de cassis, les 2 vermouths, le gin puis l'eau gazeuse.; Mélanger à l'aide d'une cuillère à mélange puis décorer avec un zeste de citron.","Le Macca est un cocktail qui semble être d'origine française, mais qui ne dispose de peu d'informations supplémentaires quant à son origine.; ""Macca"" est aussi le surnom de Paul McCartney, mais aucun lien avec les cocktails Maccas."
Apple Martini (Appletini),/media/k2/items/cache/5b98a51d844cf083418c7193dcee292b_S.jpg,Le cocktail Apple Martini : une recette aussi connue sous le nom de Appletini.,Au shaker; Vodka; Jus de pomme; Liqueur / crème de pomme,"4 cl de vodka; 2 cl de liqueur de pomme (Manzana, Apple Shnapps...); 2 cl de jus de pomme (optionnel)","Frapper au shaker la vodka, la liqueur de pomme et le jus de pomme.; Verser dans un verre en filtrant la glace du shaker.; Décorer avec un quartier de pomme.","Le cocktail Apple Martini est aussi appelé Appletini, c'est une recette de la famille des martinis qui aurait été inventé en 1994 au Lola's, un bar de Los Angeles."
Dry Martini,/media/k2/items/cache/8fe3e0f34d3083cba6fe73d62a783d7f_S.jpg,"Le Dry Martini : la version ""dry"" du Martini Cocktail.",Cocktail classique; Au verre à mélange; Gin; Vermouth blanc (Martini),"5 cl de gin; 2,5 cl de vermouth blanc (Martini, Noilly prat...); 2 traits de bitter aromatique (Angostura, orange...)","Remplir à moitié un verre à mélange de glaçons.; Y verser le gin, le vermouth blanc et le bitter aromatique.; Remuer à l'aide d'une cuillère à mélange jusqu'à refroidissement.; Filtrer dans un verre puis garnir avec une olive.","C’est dans les années 1920 que le Dry Martini a véritablement vu le jour, avec l’ajout de vermouth sec plutôt que doux. Avant cette évolution, la recette du Martini était souvent un peu plus sucrée, mais l’introduction du vermouth sec a donné au cocktail une touche plus nette, plus sèche, ce qui a conduit à la distinction entre le ""Martini"" et le ""Dry Martini"".; Le terme ""dry"" désigne donc la réduction de la quantité de vermouth dans la recette. Les premières versions de la boisson contenaient des proportions égales de gin et de vermouth sec, mais au fur et à mesure des années, le ratio a évolué pour favoriser une teneur plus élevée en gin. Certains puristes préfèrent leur Dry Martini avec une seule goutte de vermouth pour préserver l’intensité du gin, tandis que d’autres optent pour une légère touche de vermouth pour une complexité plus équilibrée."
